time median 50%_lower 50%_upper 90%_lower 90%_upper
2.00684 1.28463e-05 -0.00027285 0.000327964 -0.000930545 0.00106941
2.00781 -0.000227542 -0.000502296 -1.60112e-08 -0.0012251 0.000622261
2.00879 -0.000734609 -0.00101162 -0.000428206 -0.00148178 0.000236935
2.00977 0.00146044 0.00109055 0.00178969 3.39318e-05 0.00232205
2.01074 -0.00103552 -0.00146022 -0.000608531 -0.00205091 2.80387e-05
2.01172 -2.80028e-05 -0.000303946 0.00021087 -0.00101747 0.000877812
2.0127 0.000161588 -1.716e-05 0.000436564 -0.000668109 0.00118434
2.01367 0.0006047 0.000304878 0.000887606 -0.000346754 0.0013746
2.01465 -0.00147152 -0.00181553 -0.00109582 -0.0023428 -3.60397e-05
2.01562 0.000967979 0.000589441 0.0013373 -4.44735e-05 0.00190083
2.0166 -4.04226e-05 -0.000325924 0.000240677 -0.000926719 0.000946591
2.01758 -0.000259557 -0.000530929 -4.91142e-05 -0.00122641 0.00061732
2.01855 -0.000590155 -0.000872545 -0.000278021 -0.00134233 0.000359266
2.01953 0.00134046 0.00099672 0.00164375 2.36859e-05 0.00214284
2.02051 -0.000996117 -0.0013666 -0.000612738 -0.00193484 4.01532e-05
2.02148 -3.45757e-05 -0.000320829 0.000226538 -0.000950069 0.000854712
2.02246 0.000238895 1.04327e-05 0.000557083 -0.000619707 0.00120277
2.02344 0.000444355 0.000174383 0.000707921 -0.000429945 0.0011874
2.02441 -0.00126004 -0.00156717 -0.000915373 -0.0020658 3.93685e-06
2.02539 0.000897786 0.000531121 0.00124473 -9.62402e-05 0.00180306
2.02637 4.11569e-05 -0.00021794 0.00033841 -0.000809277 0.000930128
2.02734 -0.000355466 -0.000632156 -0.000118275 -0.00123861 0.00055072
2.02832 -0.000350251 -0.000668791 -2.74781e-05 -0.00117613 0.000534214
2.0293 0.00112463 0.000804163 0.00140268 -1.51314e-05 0.00188138
2.03027 -0.000811226 -0.00112913 -0.000467413 -0.00165071 0.000162552
2.03125 -0.000109134 -0.000398669 0.00016101 -0.000936828 0.000764073
2.03223 0.000437608 0.000130472 0.000777331 -0.000492978 0.00133096
2.0332 0.000245708 -6.45387e-06 0.000515365 -0.000560124 0.00102808
2.03418 -0.000937312 -0.00123375 -0.000636859 -0.00173559 0.000128127
2.03516 0.000719975 0.000380537 0.00103714 -0.00023459 0.00157172
2.03613 0.00023344 -3.97438e-05 0.000516404 -0.00063458 0.00100521
2.03711 -0.000504182 -0.00080221 -0.000219509 -0.00132676 0.000437319
2.03809 -5.37937e-05 -0.000384669 0.000251975 -0.000930832 0.000744908
2.03906 0.000826522 0.000540973 0.00110026 -0.000217051 0.00158234
2.04004 -0.000522232 -0.000812426 -0.000222285 -0.00131286 0.000365116
2.04102 -0.000292249 -0.000568612 -9.29297e-06 -0.00103631 0.000577765
2.04199 0.000684893 0.000356099 0.00100485 -0.000315782 0.00150177
2.04297 -2.45948e-06 -0.000307936 0.000283047 -0.00081507 0.000831558
2.04395 -0.000559491 -0.000841389 -0.000310964 -0.0013451 0.000379886
2.04492 0.000438084 0.00013951 0.000723571 -0.00044048 0.00123669
2.0459 0.000477819 0.000194645 0.000752329 -0.000374533 0.00121386
2.04688 -0.000737094 -0.00106767 -0.00040859 -0.00158063 0.000270593
2.04785 0.000216929 -9.00202e-05 0.000516696 -0.000633011 0.000991345
2.04883 0.00044714 0.00017742 0.000742646 -0.000498666 0.0012621
2.0498 -0.000213461 -0.00048915 4.75748e-05 -0.00100001 0.000616567
2.05078 -0.000562104 -0.00084405 -0.000274049 -0.00131791 0.000304749
2.05176 0.000904346 0.000572031 0.00121087 -9.83468e-05 0.00171535
2.05273 -0.000313543 -0.000685215 3.4667e-05 -0.00118802 0.00058293
2.05371 -0.000247053 -0.000515141 -2.02112e-05 -0.00106435 0.000614224
2.05469 5.27973e-05 -0.000195314 0.000338166 -0.000764669 0.000877858
2.05566 0.000704184 0.000416775 0.000980151 -0.000170956 0.0014664
2.05664 -0.00101576 -0.0013786 -0.000634268 -0.00192504 4.14118e-05
2.05762 0.000424092 9.61001e-05 0.000736221 -0.00044077 0.00122912
2.05859 5.70857e-05 -0.000182062 0.000374214 -0.000762194 0.000990692
2.05957 4.40047e-05 -0.000218528 0.000294712 -0.000773416 0.000840282
2.06055 -0.000852079 -0.00115221 -0.000534206 -0.00165068 6.49662e-05
2.06152 0.0010712 0.000720199 0.00139981 4.05852e-06 0.0019227
2.0625 -0.000581441 -0.000965597 -0.000175237 -0.00146973 0.000360083
2.06348 -1.54443e-05 -0.000289954 0.000191098 -0.000928728 0.00079106
2.06445 -0.000248446 -0.000493623 2.52269e-05 -0.00101503 0.000634703
2.06543 0.00088553 0.000576464 0.00116754 -6.5049e-05 0.00165158
2.06641 -0.00122083 -0.0015939 -0.000821448 -0.00213851 -1.46761e-05
2.06738 0.000586892 0.000223364 0.000930532 -0.000342598 0.0014694
2.06836 -0.000132883 -0.000353336 0.000151471 -0.000890243 0.000861482
