time median 50%_lower 50%_upper 90%_lower 90%_upper
0.264648 3.87247e-06 -5.32136e-05 4.72849e-05 -0.000243177 0.000239602
0.265625 4.09273e-05 -4.75711e-06 0.000124898 -0.000131751 0.000330482
0.266602 2.36297e-05 -1.7721e-05 0.000102153 -0.00025345 0.000354266
0.267578 1.19418e-05 -3.55765e-05 6.11648e-05 -0.000218122 0.000209774
0.268555 5.01185e-05 -1.64307e-06 0.000129173 -0.000150116 0.000339613
0.269531 5.61783e-05 4.99906e-06 0.000153982 -0.000195671 0.000406672
0.270508 3.22074e-05 -8.45649e-06 8.5098e-05 -0.000186527 0.000227188
0.271484 6.68639e-05 9.31448e-06 0.00014599 -0.000238925 0.000369886
0.272461 8.17764e-05 2.24673e-05 0.000190866 -0.00012534 0.000389575
0.273438 4.23595e-05 1.58799e-06 0.000104444 -0.000168968 0.000255448
0.274414 5.95065e-05 5.61721e-07 0.000138525 -0.000362596 0.000362632
0.275391 8.86454e-05 2.99501e-05 0.000186959 -9.01724e-05 0.000370882
0.276367 5.50578e-05 1.14709e-05 0.000134078 -0.000163523 0.000318885
0.277344 4.44381e-05 -8.88657e-06 0.000118373 -0.000389004 0.000334225
0.27832 6.86656e-05 1.05992e-05 0.000160528 -0.00016147 0.000350695
0.279297 5.788e-05 9.60277e-06 0.000149954 -0.000172926 0.000367972
0.280273 2.93472e-05 -2.84719e-05 0.0001014 -0.000345465 0.000299272
0.28125 5.74228e-05 5.85529e-06 0.000140441 -0.000286447 0.000335085
0.282227 5.86864e-05 1.13074e-05 0.000151276 -0.00018085 0.000363551
0.283203 1.03004e-05 -4.79294e-05 7.41184e-05 -0.000261492 0.000266265
0.28418 2.24972e-05 -3.20212e-05 9.69252e-05 -0.000442949 0.000304126
0.285156 3.50608e-05 -5.12408e-06 0.000121149 -0.000193613 0.000308892
0.286133 -5.74385e-06 -5.87247e-05 5.3897e-05 -0.000232513 0.000243453
0.287109 -6.71084e-06 -8.95089e-05 5.20905e-05 -0.000504626 0.000269032
0.288086 7.52232e-06 -2.96913e-05 7.31796e-05 -0.000220223 0.000229151
0.289062 -1.10615e-05 -6.34015e-05 4.57932e-05 -0.000237913 0.000290346
0.290039 -3.58513e-05 -0.000136936 1.08868e-05 -0.000462482 0.00022987
0.291016 -1.67899e-05 -7.88666e-05 2.47035e-05 -0.000286669 0.000161823
0.291992 -2.05171e-05 -7.38517e-05 3.13711e-05 -0.00026676 0.000327984
0.292969 -5.09033e-05 -0.000150891 4.76368e-06 -0.000355835 0.000212861
0.293945 -3.01943e-05 -0.000116528 1.14852e-05 -0.000372041 0.000141184
0.294922 -2.42744e-05 -8.35018e-05 2.32778e-05 -0.00030834 0.000346892
0.295898 -6.75004e-05 -0.000152594 -9.70518e-06 -0.000329473 0.000214711
0.296875 -7.46673e-05 -0.000179967 -2.13213e-05 -0.000440869 0.000130051
0.297852 -4.42866e-05 -0.000108682 -1.06736e-07 -0.000360859 0.000246723
0.298828 -6.59839e-05 -0.000149203 -5.21441e-06 -0.00032427 0.000300467
0.299805 -7.88927e-05 -0.000192287 -2.10377e-05 -0.000435059 0.00017558
0.300781 -4.13435e-05 -0.000112549 2.76624e-06 -0.000367815 0.000170044
0.301758 -6.15661e-05 -0.000140177 -3.90143e-06 -0.000327221 0.000387214
0.302734 -8.9361e-05 -0.000192389 -3.18902e-05 -0.000378736 0.00020932
0.303711 -4.93133e-05 -0.000127224 -6.37357e-06 -0.000363877 0.000113114
0.304688 -3.47802e-05 -0.000110899 2.08123e-05 -0.000343984 0.000460863
0.305664 -5.31876e-05 -0.000137714 7.48224e-07 -0.000310958 0.000259086
0.306641 -4.29923e-05 -0.000125346 1.83024e-06 -0.000349428 0.000116863
0.307617 -2.24341e-05 -9.50713e-05 3.86111e-05 -0.000381662 0.000405433
0.308594 -4.15077e-05 -0.000114133 8.49722e-06 -0.000281934 0.000322561
0.30957 -3.93331e-05 -0.000126777 -2.7932e-06 -0.000350881 0.000172997
0.310547 -3.0295e-06 -6.73476e-05 6.80811e-05 -0.000354814 0.000327217
0.311523 -7.05757e-07 -6.32629e-05 6.40193e-05 -0.000213873 0.000404957
0.3125 -6.62525e-06 -8.33645e-05 3.04517e-05 -0.000274818 0.000268338
0.313477 2.34324e-05 -3.00378e-05 9.11749e-05 -0.000307503 0.000253352
